road,km,type,model_type,name,length,condition,lat,lon,intersec_to,id
N1,0.0,sourcesink,sourcesink,sourcesink,0.0,,23.7060278,90.443333,,0
N1,0.0,intersection,intersection,Start of Road  after Jatrabari Flyover infront of filling station.,0.0,,23.7060278,90.443333,N8,1
N1,0.9,link,link,link,1794.0,,23.702383230000002,90.45109703999995,,2
N1,1.8,Box Culvert,bridge,.,11.3,A,23.69873866,90.4588610799999,,3
N1,3.3625,link,link,link,3116.0,,23.6967012481818,90.47331799909085,,4
N1,4.925,Box Culvert,bridge,.,6.6,A,23.6946638363636,90.4877749181818,,5
N1,6.4625,link,link,link,3072.0,,23.6983597181818,90.5017485590909,,6
N1,8.0,intersection,intersection,Km post missing,0.0,,23.7020556,90.5157222,N2,7
N1,8.0,intersection,intersection,Km post missing,0.0,,23.7020556,90.5157222,N2,8
N1,8.488,link,link,link,778.0,,23.70355774628375,90.51946817317565,,9
N1,8.976,PC Girder Bridge,bridge,KANCHPUR PC GIRDER BRIDGE,397.0,C,23.7050598925675,90.5232141463513,,10
N1,9.7595,link,link,link,1364.0,,23.7007299897392,90.529156563228,,11
N1,10.543,Box Culvert,bridge,KATCHPUR BOX CULVERT,8.0,B,23.6964000869109,90.5350989801047,,12
N1,10.711500000000001,link,link,link,330.0,,23.695395350523498,90.5363365287958,,13
N1,10.88,Box Culvert,bridge,NOYAPARA CULVERT,6.3,A,23.6943906141361,90.5375740774869,,14
N1,10.8825,link,link,link,2.0,,23.694375707068048,90.53759243874345,,15
N1,10.885,intersection,intersection,Box culvert,0.0,,23.6943608,90.5376108,N105,16
N1,10.891,link,link,link,9.0,,23.6943315934579,90.53765908598129,,17
N1,10.897,Box Culvert,bridge,ADUPUR CULVERT,6.3,A,23.6943023869158,90.5377073719626,,18
N1,11.096499999999999,link,link,link,392.0,,23.693331269392452,90.5393128808411,,19
N1,11.296,Box Culvert,bridge,NAYABARI KASPUR BOX CULVERT,8.3,A,23.6923601518691,90.5409183897196,,20
N1,11.552,link,link,link,503.0,,23.6916360416921,90.54319044273855,,21
N1,11.808,Box Culvert,bridge,NAYABARI BOX CULVERT,10.6,B,23.6909119315151,90.5454624957575,,22
N1,12.0235,link,link,link,421.0,,23.68966212876775,90.54701051241955,,23
N1,12.239,Box Culvert,bridge,KHAS PARA BOX CULVERT,9.3,A,23.6884123260204,90.5485585290816,,24
N1,12.246,link,link,link,6.0,,23.6883660295918,90.5486041683673,,25
N1,12.253,Box Culvert,bridge,DAWAN BAG BOX CULVERT,6.1,A,23.6883197331632,90.548649807653,,26
N1,12.4565,link,link,link,391.0,,23.686951380095103,90.54992889436701,,27
N1,12.66,PC Girder Bridge,bridge,MADAN PUR (R,26.3,A,23.685583027027,90.551207981081,,28
N1,12.674,link,link,link,1.0,,23.6854725024806,90.5512835788034,,29
N1,12.688,PC Girder Bridge,bridge,Madanpur Bridge(R,27.5,A,23.6853619779342,90.5513591765258,,30
N1,13.131,link,link,link,866.0,,23.6815827389671,90.55358930576286,,31
N1,13.574,Box Culvert,bridge,KAWTALA BOX CULVERT,11.9,A,23.6778035,90.5558194349999,,32
N1,14.5195,link,link,link,1882.0,,23.67055628480745,90.55983821489846,,33
N1,15.465,Box Culvert,bridge,MALIBAG BOX CULVERT,5.55,B,23.6633090696149,90.563856994797,,34
N1,16.299500000000002,link,link,link,1586.0,,23.65886738736425,90.5702936098985,,35
N1,17.134,RCC Girder Bridge,bridge,Langalbandh Bridge.,159.52,C,23.6544257051136,90.576730225,,36
N1,17.178,link,link,link,2.0,,23.6541989825568,90.5770703225,,37
N1,17.222,PC Girder Bridge,bridge,Darikandi Bridge (R,20.45,A,23.65397226,90.57741042,,38
N1,17.222,PC Girder Bridge,bridge,Darikandi Bridge (L,20.5,A,23.65397226,90.57741042,,39
N1,17.472,link,link,link,480.0,,23.6527714131858,90.5794524073451,,40
N1,17.722,PC Girder Bridge,bridge,DARIKANDI BRIDGE (R,20.0,B,23.6515705663716,90.5814943946902,,41
N1,17.722,PC Girder Bridge,bridge,DARIKANDI BRIDGE (L,20.0,B,23.6515705663716,90.5814943946902,,42
N1,17.9075,link,link,link,349.0,,23.6506624828632,90.58302170161924,,43
N1,18.093,PC Girder Bridge,bridge,SONARKALI BRIDGE(L,24.5,B,23.6497543993548,90.5845490085483,,44
N1,18.093,PC Girder Bridge,bridge,SONARKALI BRIDGE(R,24.5,B,23.6497543993548,90.5845490085483,,45
N1,18.4175,link,link,link,616.0,,23.647861497135,90.5868804949521,,46
N1,18.742,PC Girder Bridge,bridge,MOLLIK PARA BRIDGE (R,40.5,C,23.6459685949152,90.5892119813559,,47
N1,19.251,link,link,link,995.0,,23.6419614832268,90.5914396895241,,48
N1,19.76,Box Culvert,bridge,KRIBORDI BOX CULVERT,6.0,A,23.6379543715384,90.5936673976923,,49
N1,20.0785,link,link,link,629.0,,23.6358797957692,90.59553074134615,,50
N1,20.397,Box Culvert,bridge,SHADIPUR BOX CULVERT,10.4,B,23.63380522,90.597394085,,51
N1,20.7905,link,link,link,737.0,,23.6311360353846,90.59984782865385,,52
N1,21.184,PC Girder Bridge,bridge,MARIKHALL BRIDGE,89.2,A,23.6284668507692,90.6023015723077,,53
N1,21.756,link,link,link,1097.0,,23.624175036860002,90.6053272287768,,54
N1,22.328,Box Culvert,bridge,SANGAKADI CULVERT,5.5,B,23.6198832229508,90.6083528852459,,55
N1,22.462,link,link,link,153.0,,23.61876200971065,90.60895174791705,,56
N1,22.596,PC Girder Bridge,bridge,Ashariarchar Bridge(R,224.82,B,23.6176407964705,90.6095506105882,,57
N1,22.8385,link,link,link,314.0,,23.615614090427748,90.61022678336894,,58
N1,23.081,PC Girder Bridge,bridge,ASHIR CHAR (R,116.8,B,23.613587384385,90.6109029561497,,59
N1,23.737000000000002,link,link,link,804.0,,23.60817348647165,90.61321732635861,,60
N1,24.393,PC Box,bridge,MEGHNA BRIDGE,900.0,C,23.6027595885583,90.6155316965675,,61
N1,25.253999999999998,link,link,link,1269.0,,23.5978707356738,90.6217508168297,,62
N1,26.115,Box Culvert,bridge,TATULTALA CULVERT,5.6,A,23.5929818827893,90.6279699370919,,63
N1,26.2835,link,link,link,331.0,,23.59189536876805,90.62910339845101,,64
N1,26.452,Box Culvert,bridge,BAILAKANDI CULVERT,5.5,A,23.5908088547468,90.6302368598101,,65
N1,26.786,link,link,link,662.0,,23.588563488643402,90.6323731402597,,66
N1,27.12,Box Culvert,bridge,MALUAKANDI CULVEDRT,5.6,A,23.58631812254,90.6345094207093,,67
N1,27.7175,link,link,link,1110.0,,23.58214907369375,90.6382143648516,,68
N1,28.315,PC Girder Bridge,bridge,BHATIR CHAR BRIDGE,163.5,A,23.5779800248475,90.6419193089939,,69
N1,29.0785,link,link,link,1428.0,,23.571991710249797,90.64527151686104,,70
N1,29.842,Box Culvert,bridge,VITIKANDA - ANAR PUR CULVERT,34.7,A,23.5660033956521,90.6486237247282,,71
N1,30.375,link,link,link,1036.0,,23.56259721264085,90.65218564754925,,72
N1,30.908,PC Girder Bridge,bridge,ALIPURA BRIDGE (L,26.3,B,23.5591910296296,90.6557475703703,,73
N1,31.5145,link,link,link,1185.0,,23.5554666101756,90.66005072281399,,74
N1,32.121,PC Girder Bridge,bridge,BOBARCHAR BRIDGE(L,28.9,A,23.5517421907216,90.6643538752577,,75
N1,32.121,PC Girder Bridge,bridge,BOBAIRCHAR BRIDGE(R,28.9,A,23.5517421907216,90.6643538752577,,76
N1,32.449,link,link,link,637.0,,23.5497399676822,90.66670464253954,,77
N1,32.777,Box Culvert,bridge,PURRANBUICHE BOX CULVERT,9.1,A,23.5477377446428,90.6690554098214,,78
N1,32.786500000000004,link,link,link,12.0,,23.54768119419635,90.6691237377232,,79
N1,32.796,Box Culvert,bridge,NOYAPARA,5.2,A,23.5476246437499,90.669192065625,,80
N1,33.1935,link,link,link,756.0,,23.54515503749995,90.6720106390625,,81
N1,33.591,PC Girder Bridge,bridge,Madhya Baushia Bridge(L,72.49,A,23.54268543125,90.6748292125,,82
N1,33.851,link,link,link,481.0,,23.541038224025,90.67664350065,,83
N1,34.111,Box Culvert,bridge,BOCTAR KANDI BOX CULVERT,5.1,C,23.5393910168,90.6784577888,,84
N1,34.646,link,link,link,1063.0,,23.53608310333085,90.68216394831705,,85
N1,35.181,Box Culvert,bridge,.,9.5,A,23.5327751898617,90.6858701078341,,86
N1,35.2945,link,link,link,210.0,,23.53208742519195,90.68665951689705,,87
N1,35.408,PC Girder Bridge,bridge,BORAKANDI BRIDGE(L,24.5,B,23.5313996605222,90.68744892596,,88
N1,35.408,RCC Girder Bridge,bridge,CHAR BOWSHIA BRIDGE(R,24.5,B,23.5313996605222,90.68744892596,,89
N1,35.557500000000005,link,link,link,283.0,,23.530775811586402,90.68862205484746,,90
N1,35.707,Box Culvert,bridge,CHAR BOUSHEA (2,8.4,A,23.5301519626506,90.6897951837349,,91
N1,36.3585,link,link,link,594.0,,23.530268217975298,90.69611772901746,,92
N1,37.01,PC Box,bridge,Daud Kandi Bridge,1408.8,C,23.5303844733,90.7024402743,,93
N1,38.157,link,link,link,1579.0,,23.53140153665,90.71336049885,,94
N1,39.304,RCC Girder Bridge,bridge,BALDHA KHAL RCC GIDER BRIDGE,21.8,C,23.5324186,90.7242807234,,95
N1,39.582,link,link,link,542.0,,23.532088691599952,90.72672936645,,96
N1,39.86,Box Culvert,bridge,MAIS PARA BOX CULVERT,6.0,B,23.5317587831999,90.7291780095,,97
N1,41.397999999999996,link,link,link,3065.0,,23.53078192214995,90.74371562975,,98
N1,42.936,RCC Girder Bridge,bridge,Shahid Nagor Bridge,16.5,C,23.5298050611,90.75825325,,99
N1,44.05,link,link,link,2218.0,,23.530285294660402,90.76916648757665,,100
N1,45.164,Box Culvert,bridge,SARKAR BARI CULVERT,3.9,C,23.5307655282208,90.7800797251533,,101
N1,46.0175,link,link,link,1702.0,,23.5308169345816,90.785943621163,,102
N1,46.871,Slab Culvert,bridge,AMIRABATH SLAB CULVERT,6.5,C,23.5308683409424,90.7918075171727,,103
N1,47.6275,link,link,link,1502.0,,23.5313459087212,90.80141151533635,,104
N1,48.384,RCC Bridge,bridge,Ginlatoly,15.9,C,23.5318234765,90.8110155135,,105
N1,49.471000000000004,link,link,link,2160.0,,23.5323989028,90.82099649484995,,106
N1,50.558,Box Culvert,bridge,RAIPUR BOX CULVERT,12.2,A,23.5329743291,90.8309774761999,,107
N1,51.435500000000005,link,link,link,1747.0,,23.52794549715,90.83759804469994,,108
N1,52.313,Box Culvert,bridge,AITAL BANGA BOX CULVERT,4.5,C,23.5229166652,90.8442186132,,109
N1,54.1595,link,link,link,3676.0,,23.5165022117035,90.85996950836764,,110
N1,56.006,RCC Girder Bridge,bridge,Illiot bazar Bridge,28.9,C,23.510087758207,90.8757204035353,,111
N1,57.422,link,link,link,2815.0,,23.508045096153502,90.88894747121765,,112
N1,58.838,Box Culvert,bridge,KHAT GHOR BOX CULVERT,5.9,B,23.5060024341,90.9021745389,,113
N1,59.834,link,link,link,1988.0,,23.505807787850003,90.91182028035,,114
N1,60.83,Box Culvert,bridge,BAKRA BOX CULVERT,3.0,B,23.5056131416,90.9214660218,,115
N1,61.964,link,link,link,2264.0,,23.5040104632,90.9323539573,,116
N1,63.098,Slab Culvert,bridge,MATIA BAZER,6.0,B,23.5024077848,90.9432418928,,117
N1,63.318,link,link,link,436.0,,23.5018814886,90.94531315084996,,118
N1,63.538,Box Culvert,bridge,SONAPUR BOX CULVERT,3.0,A,23.5013551924,90.9473844088999,,119
N1,64.858,link,link,link,2636.0,,23.4986257532,90.95948083024994,,120
N1,66.178,Slab Culvert,bridge,KARON KHAL SLAB CULVERT,4.6,B,23.495896314,90.9715772516,,121
N1,67.10900000000001,link,link,link,1857.0,,23.4945845643,90.9801486466,,122
N1,68.04,Box Culvert,bridge,MILL GHAT BOX CULVERT,4.5,A,23.4932728146,90.9887200416,,123
N1,69.59800000000001,link,link,link,3102.0,,23.4900767041627,91.0031433671235,,124
N1,71.156,RCC Girder Bridge,bridge,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.1,C,23.4868805937254,91.017566692647,,125
N1,72.7175,link,link,link,3109.0,,23.484333958515947,91.0319507888608,,126
N1,74.279,Box Culvert,bridge,CORI PAI BOX CULVERT,4.6,B,23.4817873233065,91.0463348850746,,127
N1,74.7955,link,link,link,1028.0,,23.48176857658745,91.05134492687941,,128
N1,75.312,Box Culvert,bridge,COREPAI BOX CULVERT,4.6,B,23.4817498298684,91.0563549686842,,129
N1,75.8965,link,link,link,1166.0,,23.4811814579342,91.0618823689421,,130
N1,76.481,Slab Culvert,bridge,NIMSHAR SLAB CULVERT,1.5,A,23.480613086,91.0674097692,,131
N1,77.4315,link,link,link,1900.0,,23.479142685550002,91.07607520425,,132
N1,78.382,Slab Culvert,bridge,KABILA DUBARCHAR SLAB CULVERT,1.0,C,23.4776722851,91.0847406393,,133
N1,79.66550000000001,link,link,link,2565.0,,23.4778940950191,91.0958869233537,,134
N1,80.949,Box Culvert,bridge,NAZIRA BOX CULVERT,3.0,B,23.4781159049382,91.1070332074074,,135
N1,81.375,link,link,link,850.0,,23.4785298524691,91.1123774037037,,136
N1,81.801,intersection,intersection,Box culvert,0.0,,23.4789438,91.1177216,N102,137
N1,82.119,link,link,link,635.0,,23.47917609403665,91.1208068412844,,138
N1,82.437,Box Culvert,bridge,TIPRA BAZAR BOX CULVERT,1.4,A,23.4794083880733,91.1238920825688,,139
N1,82.713,link,link,link,550.0,,23.47947665603665,91.1264696132844,,140
N1,82.989,Slab Culvert,bridge,AMTOLI SLAB CULVERT,2.9,A,23.479544924,91.129047144,,141
N1,85.351,link,link,link,4711.0,,23.4615894419136,91.13920697955939,,142
N1,87.713,RCC Girder Bridge,bridge,Dhanpur Bridge,22.85,C,23.4436339598272,91.1493668151188,,143
N1,89.4025,link,link,link,3350.0,,23.432441365159498,91.15863057617764,,144
N1,91.092,RCC Girder Bridge,bridge,Paduar Bazar Bridge,35.97,C,23.4212487704918,91.1678943372365,,145
N1,92.346,link,link,link,2476.0,,23.4165905967538,91.18089866107854,,146
N1,93.6,RCC Girder Bridge,bridge,Mostapur Bridge,27.35,C,23.4119324230158,91.1939029849206,,147
N1,95.4285,link,link,link,3630.0,,23.40479212140225,91.20866255980326,,148
N1,97.257,RCC Girder Bridge,bridge,Matigara Bridge,27.35,C,23.3976518197887,91.2234221346859,,149
N1,99.0975,link,link,link,3652.0,,23.38450829764435,91.23421983809291,,150
N1,100.938,RCC Girder Bridge,bridge,Suagazi Bridge.,30.48,A,23.3713647755,91.2450175414999,,151
N1,102.197,link,link,link,2491.0,,23.36176422646905,91.25115430808614,,152
N1,103.456,RCC Girder Bridge,bridge,Lalbag Bridge.,22.88,C,23.3521636774381,91.2572910746724,,153
N1,104.1045,link,link,link,1278.0,,23.34741757471905,91.26088835533619,,154
N1,104.753,Box Culvert,bridge,CHANSIRI BOXCUIVERT,14.3,A,23.342671472,91.264485636,,155
N1,105.636,link,link,link,1747.0,,23.3364088522,91.2696824592,,156
N1,106.519,Box Culvert,bridge,MIABAZAR BOX CULVERT,24.0,A,23.3301462324,91.2748792824,,157
N1,107.322,link,link,link,1589.0,,23.3241079596569,91.27898300728505,,158
N1,108.125,Box Culvert,bridge,NOYA BAZER BOX CULVERT,9.2,A,23.3180696869138,91.2830867321701,,159
N1,108.707,link,link,link,1150.0,,23.31321548001995,91.2848327178218,,160
N1,109.289,Box Culvert,bridge,DOLL BARI CULVERT,19.2,B,23.3083612731261,91.2865787034735,,161
N1,109.593,link,link,link,597.0,,23.3058959590796,91.2877778716043,,162
N1,109.897,Slab Culvert,bridge,DHARMA PUR SLAB CULVERT,2.6,B,23.3034306450331,91.2889770397351,,163
N1,110.224,link,link,link,651.0,,23.30069908610035,91.28999558836466,,164
N1,110.551,Box Culvert,bridge,LALGORE BEZER CULVERT,3.2,A,23.2979675271676,91.2910141369942,,165
N1,111.03,link,link,link,950.0,,23.2938370829065,91.29198630405486,,166
N1,111.509,Box Culvert,bridge,SUPUYA BOX CULVERT,13.4,A,23.2897066386454,91.2929584711155,,167
N1,111.989,link,link,link,951.0,,23.28595078224255,91.2948119904027,,168
N1,112.469,Box Culvert,bridge,BOWCHI BAZAR CULVERT,4.6,B,23.2821949258397,91.2966655096899,,169
N1,113.09299999999999,link,link,link,1243.0,,23.27760693791985,91.29981584894495,,170
N1,113.717,Box Culvert,bridge,AMAN GONG SLAB CULVERT,6.3,B,23.27301895,91.3029661882,,171
N1,114.3845,link,link,link,1330.0,,23.2674275220297,91.3049939634069,,172
N1,115.052,Box Culvert,bridge,RANGAMATIA (1 BOX CULVERT,3.0,B,23.2618360940594,91.3070217386138,,173
N1,115.189,link,link,link,271.0,,23.260626372029698,91.30719141930689,,174
N1,115.326,Slab Culvert,bridge,RANGOWATIA 2 CULVERT,3.0,B,23.25941665,91.3073611,,175
N1,115.4255,link,link,link,196.0,,23.258529813744047,91.30748837470375,,176
N1,115.525,Box Culvert,bridge,NOWA PARA BOX CULVERT,3.6,B,23.2576429774881,91.3076156494075,,177
N1,115.7995,link,link,link,545.0,,23.255194658649252,91.3080041449644,,178
N1,116.074,Box Culvert,bridge,HARISHARDE CULVERT,4.5,B,23.2527463398104,91.3083926405213,,179
N1,116.5805,link,link,link,1010.0,,23.24856892620145,91.30989793489024,,180
N1,117.087,Box Culvert,bridge,SONAGATI BOX CULVERT,2.5,B,23.2443915125925,91.3114032292592,,181
N1,117.178,link,link,link,171.0,,23.2436477872778,91.31168859162345,,182
N1,117.269,Box Culvert,bridge,BALUJURI BOX CULVERT,19.2,B,23.2429040619631,91.3119739539877,,183
N1,117.44800000000001,link,link,link,347.0,,23.241348046465,91.3122740200171,,184
N1,117.627,Box Culvert,bridge,BALUZURI 2 CULVERT,2.6,A,23.2397920309669,91.3125740860465,,185
N1,117.838,link,link,link,419.0,,23.2379339913096,91.31278214186045,,186
N1,118.049,Box Culvert,bridge,KALIR BAZAR BOX CULVERT,2.5,A,23.2360759516523,91.3129901976744,,187
N1,118.4525,link,link,link,804.0,,23.232497771808248,91.31320613276574,,188
N1,118.856,Box Culvert,bridge,KALIA BAZER BOC CULVERT,3.1,B,23.2289195919642,91.3134220678571,,189
N1,119.023,link,link,link,331.0,,23.22741901961075,91.3134958927893,,190
N1,119.19,Box Culvert,bridge,CHAUDDAGARAM BOX CULVERT,2.6,B,23.2259184472573,91.3135697177215,,191
N1,119.40899999999999,link,link,link,434.0,,23.2239761725175,91.31363515552741,,192
N1,119.628,Box Culvert,bridge,CHADDAGRAM BAZAR BOX CULVERT,6.0,A,23.2220338977777,91.3137005933333,,193
N1,120.131,link,link,link,996.0,,23.217614734961252,91.3145251668616,,194
N1,120.634,Box Culvert,bridge,HAYDAR POLE BOX CULVERT,14.3,B,23.2131955721448,91.3153497403899,,195
N1,121.1005,link,link,link,923.0,,23.20911710046925,91.3158332343324,,196
N1,121.567,Box Culvert,bridge,FALGUNCORA CULVERT,6.1,A,23.2050386287937,91.3163167282749,,197
N1,122.085,link,link,link,1030.0,,23.200613712084703,91.31699361760565,,198
N1,122.603,Box Culvert,bridge,ATTOCK GRAM BOX CULVERT,6.1,A,23.1961887953757,91.3176705069364,,199
N1,123.142,link,link,link,1072.0,,23.19181191040295,91.31928781933814,,200
N1,123.681,Box Culvert,bridge,BOSONTA PUR BOX CULVERT,6.1,C,23.1874350254302,91.3209051317399,,201
N1,124.0135,link,link,link,657.0,,23.184615420206953,91.32089194160285,,202
N1,124.346,Box Culvert,bridge,BASHONTA PUR (2,9.5,B,23.1817958149837,91.3208787514658,,203
N1,124.878,link,link,link,1058.0,,23.1772115234259,91.32072810787575,,204
N1,125.41,Box Culvert,bridge,NANKORA BOX CULVERT,3.1,B,23.1726272318681,91.3205774642857,,205
N1,125.929,link,link,link,1032.0,,23.168070549393597,91.32108320537515,,206
N1,126.448,Box Culvert,bridge,ANDAJER BAZER BOX CULVERT,9.5,A,23.1635138669191,91.3215889464646,,207
N1,127.06049999999999,link,link,link,1217.0,,23.1581251809279,91.3229534118399,,208
N1,127.673,Box Culvert,bridge,DIMATOLI (1 BOX CULVERT,6.3,B,23.1527364949367,91.3243178772152,,209
N1,128.22,link,link,link,1089.0,,23.14820163143505,91.325492962123,,210
N1,128.767,Box Culvert,bridge,DIMATOLY (2 BOX CULVERT,3.5,B,23.1436667679334,91.3266680470308,,211
N1,129.029,link,link,link,519.0,,23.14132804398395,91.32651329095924,,212
N1,129.291,Box Culvert,bridge,JAGARNATHPUR BOX CULVERT,6.1,B,23.1389893200345,91.3263585348877,,213
N1,129.623,link,link,link,659.0,,23.136126644315652,91.32695247568435,,214
N1,129.955,Box Culvert,bridge,JAGOT PUR BOX CULVERT,3.0,B,23.1332639685968,91.327546416481,,215
N1,130.4335,link,link,link,952.0,,23.12925016318725,91.32896639268489,,216
N1,130.912,Box Culvert,bridge,HASO BOTHACH BOX CULVERT,6.5,A,23.1252363577777,91.3303863688888,,217
N1,131.24450000000002,link,link,link,660.0,,23.122466867598497,91.331601440896,,218
N1,131.577,Slab Culvert,bridge,FOKIR BAZAR SLAB CULVERT,4.5,B,23.1196973774193,91.3328165129032,,219
N1,131.828,link,link,link,497.0,,23.11776126640965,91.3339554989516,,220
N1,132.079,Box Culvert,bridge,KAKKARA CULVERT,5.3,B,23.1158251554,91.335094485,,221
N1,132.61700000000002,link,link,link,1070.0,,23.1116268002694,91.33757201430555,,222
N1,133.155,Box Culvert,bridge,Chanara Box Culvert,6.1,A,23.1074284451388,91.3400495436111,,223
N1,133.514,link,link,link,713.0,,23.10459238289545,91.34160627126205,,224
N1,133.873,Box Culvert,bridge,CHANGARPULL(II BOX CULVERT,3.1,B,23.1017563206521,91.343162998913,,225
N1,134.1495,link,link,link,547.0,,23.09955378668965,91.34432931491105,,226
N1,134.426,Box Culvert,bridge,ADONCORA,9.5,B,23.0973512527272,91.3454956309091,,227
N1,134.7,link,link,link,542.0,,23.0951905448229,91.3466632347859,,228
N1,134.974,Box Culvert,bridge,PODOYA BOX CULVERT,3.1,A,23.0930298369186,91.3478308386627,,229
N1,135.3485,link,link,link,743.0,,23.090052603966498,91.34952049396901,,230
N1,135.723,Box Culvert,bridge,FOEALTPARA BOX CULVERT,9.25,B,23.0870753710144,91.3512101492753,,231
N1,136.049,link,link,link,646.0,,23.084533162072653,91.3526956483568,,232
N1,136.375,Box Culvert,bridge,UTTOR KAIEATI CULVERT,3.5,A,23.0819909531309,91.3541811474383,,233
N1,136.637,link,link,link,515.0,,23.0799778289153,91.3553908252857,,234
N1,136.899,Box Culvert,bridge,KOKALI BOX CULVERT,14.2,B,23.0779647046997,91.3566005031331,,235
N1,137.3775,link,link,link,947.0,,23.07408144434985,91.35845135156654,,236
N1,137.856,Box Culvert,bridge,DUTHOSHA BOX CULVERT,6.1,B,23.070198184,91.3603022,,237
N1,138.40449999999998,link,link,link,1092.0,,23.06547275866665,91.36108233095236,,238
N1,138.953,Box Culvert,bridge,MOHAMMAD ALI MAZAR,4.0,B,23.0607473333333,91.3618624619047,,239
N1,140.24200000000002,link,link,link,2571.0,,23.0493600694444,91.3637704671703,,240
N1,141.531,Box Culvert,bridge,FATAPUR BOX CULVERT,10.8,A,23.0379728055555,91.3656784724359,,241
N1,142.162,link,link,link,1256.0,,23.032476461314303,91.365589478204,,242
N1,142.793,Slab Culvert,bridge,DEBIPUR SLAB CULVERT,1.6,A,23.0269801170731,91.3655004839721,,243
N1,143.29399999999998,link,link,link,1001.0,,23.023170258536553,91.36763879198605,,244
N1,143.795,intersection,intersection,"Ctg 98 km,Feni 2 km",0.0,,23.0193604,91.3697771,N104,245
N1,144.367,link,link,link,1142.0,,23.01588262052115,91.37387835749185,,246
N1,144.939,Box Culvert,bridge,CHARIPUR CULVERT.,3.4,A,23.0124048410423,91.3779796149837,,247
N1,146.1175,link,link,link,2355.0,,23.00582679852115,91.38687740749185,,248
N1,147.296,Box Culvert,bridge,RAMPUR BOX CULVERT,1.5,A,22.999248756,91.3957752,,249
N1,147.7235,link,link,link,843.0,,22.9969884176401,91.39903234503815,,250
N1,148.151,RCC Girder Bridge,bridge,RAMPUR BRIDGE,23.4,A,22.9947280792802,91.4022894900763,,251
N1,148.16250000000002,link,link,link,0.0,,22.9946608462922,91.40237170190835,,252
N1,148.174,PC Girder Bridge,bridge,Rampur Bridge(R,22.15,A,22.9945936133042,91.4024539137404,,253
N1,148.3345,link,link,link,309.0,,22.993655274645548,91.4036013049618,,254
N1,148.495,Box Culvert,bridge,.,1.9,A,22.9927169359869,91.4047486961832,,255
N1,151.16899999999998,link,link,link,5300.0,,22.9770828364619,91.42387244944295,,256
N1,153.843,PC Girder Bridge,bridge,LAMUA BRIDGE,94.05,B,22.9614487369369,91.4429962027027,,257
N1,155.937,link,link,link,4140.0,,22.95502630180175,91.461247793018,,258
N1,158.031,Box Culvert,bridge,FAZAILPUR BOXCULVERT,1.5,A,22.9486038666666,91.4794993833333,,259
N1,159.20499999999998,link,link,link,2252.0,,22.94910823783565,91.49078314142966,,260
N1,160.379,PC Girder Bridge,bridge,MUHURI BRIDGE,191.5,B,22.9496126090047,91.502066899526,,261
N1,162.781,link,link,link,4597.0,,22.9322886575725,91.51417821730685,,262
N1,165.183,PC Girder Bridge,bridge,DumGhat Bridge(L,222.43,A,22.9149647061403,91.5262895350877,,263
N1,165.183,PC Girder Bridge,bridge,DHOOM GHAT PC GIRDER,220.6,B,22.9149647061403,91.5262895350877,,264
N1,165.504,link,link,link,529.0,,22.91233879727075,91.52760901926794,,265
N1,165.825,Box Culvert,bridge,BUMGAT BOXCULVERT,6.1,A,22.9097128884012,91.5289285034482,,266
N1,166.152,link,link,link,649.0,,22.90697959196175,91.53027914053004,,267
N1,166.479,Slab Culvert,bridge,BOROYAR PARA SLUB CULVERT,3.0,A,22.9042462955223,91.5316297776119,,268
N1,167.221,link,link,link,1481.0,,22.89794244776115,91.53355083880595,,269
N1,167.963,Box Culvert,bridge,BAROYARHAT BOX CULVERT,3.0,A,22.8916386,91.5354719,,270
N1,168.94799999999998,link,link,link,1966.0,,22.883168647058802,91.5381777823529,,271
N1,169.933,Box Culvert,bridge,UTTOR SONAPAR BOX CULVERT,4.3,A,22.8746986941176,91.5408836647058,,272
N1,170.05349999999999,link,link,link,238.0,,22.873710364504802,91.54123977066226,,273
N1,170.174,Box Culvert,bridge,CHAIRMEN BARI BOX CULVERT,2.0,A,22.872722034892,91.5415958766187,,274
N1,170.4495,link,link,link,549.0,,22.87038920255235,91.5424461053306,,275
N1,170.725,Box Culvert,bridge,MADDAM SONAPAR(1 BOX CULVERT,1.5,A,22.8680563702127,91.5432963340425,,276
N1,171.1395,link,link,link,826.0,,22.8645220287318,91.5442257528778,,277
N1,171.554,Box Culvert,bridge,DHARBAR TILA CULVERT,4.3,A,22.8609876872509,91.5451551717131,,278
N1,171.64100000000002,link,link,link,171.0,,22.860236237755,91.54531758524925,,279
N1,171.728,Box Culvert,bridge,MADDUM SONAPHAR-3,2.0,A,22.8594847882591,91.5454799987854,,280
N1,171.925,link,link,link,392.0,,22.8577706777659,91.54559943484725,,281
N1,172.122,Box Culvert,bridge,MAMAFOUN ASTANA CULVERT,1.5,A,22.8560565672727,91.5457188709091,,282
N1,172.176,link,link,link,106.0,,22.855602050008,91.5457705279324,,283
N1,172.23,Slab Culvert,bridge,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,22.8551475327433,91.5458221849557,,284
N1,172.59949999999998,link,link,link,734.0,,22.851882404606897,91.54609639836019,,285
N1,172.969,Box Culvert,bridge,MASTANNAGOR BONCUL(1,8.5,A,22.8486172764705,91.5463706117647,,286
N1,173.15949999999998,link,link,link,375.0,,22.84700438297205,91.54691976640865,,287
