,index,road,km,type,name,length,condition,lat,lon,model_type
2480,2396,N502,7.902,Slab Culvert,.,4.2,C,24.7544131989082,89.344652080131,bridge
2481,2397,N502,9.19,Slab Culvert,.,2.7,B,24.7451653368663,89.3373875585253,bridge
2482,2398,N502,11.572,RCC Girder Bridge,.,23.13,C,24.72936714,89.321599324,bridge
2483,2399,N502,13.404,Box Culvert,.,3.65,B,24.7148308492537,89.3143710492537,bridge
2484,2400,N502,14.39,Slab Culvert,.,4.0,C,24.7069832417475,89.3109379286407,bridge
2485,2401,N502,15.016,Box Culvert,.,5.85,C,24.7025009224489,89.3069147877551,bridge
2486,2402,N502,29.023,RCC Girder Bridge,.,10.7,C,24.5969535467,89.2380693946,bridge
2487,2403,N502,29.599,RCC Girder Bridge,.,10.7,C,24.5924725935652,89.2361682313043,bridge
2488,2404,N502,32.334,Box Culvert,.,6.7,A,24.57392966,89.2178781394366,bridge
2489,2405,N502,32.652,Box Culvert,.,3.6,B,24.5718882913312,89.2158103071207,bridge
2490,2406,N502,33.711,Box Culvert,.,5.2,A,24.5654894619171,89.2083802742228,bridge
2491,2407,N502,34.879,Box Culvert,.,3.75,A,24.5581797574115,89.2153410670354,bridge
2492,2408,N502,35.195,RCC Girder Bridge,Jamtala Bridge,38.12,C,24.5561845571428,89.2008529142857,bridge
2493,2409,N502,36.141,Box Culvert,.,13.2,B,24.5499918933333,89.1911802316666,bridge
2494,2410,N502,36.998,RCC Girder Bridge,Hurmuter Bridge,36.49,C,24.5434436522981,89.1864307881987,bridge
2495,2411,N502,38.323,RCC Girder Bridge,.,49.21,C,24.5339236052777,89.1788470283333,bridge
2496,2412,N502,39.246,RCC Girder Bridge,Jolarbata Bridge,75.55,A,24.5276864452631,89.1728472926315,bridge
2497,2413,N502,40.598,RCC Girder Bridge,Faliar Bridge,75.94,C,24.5186144575193,89.164126292093,bridge
2498,2414,N502,41.099,RCC Girder Bridge,Jolabata Bridge,75.93,B,24.51531058375,89.1609336725,bridge
2499,2415,N502,42.03,RCC Girder Bridge,Baisar Bridge,76.51,C,24.50875,89.1546389,bridge
2500,2416,N502,43.002,Box Culvert,.,16.25,A,24.5024361500613,89.1485691723926,bridge
2501,2417,N502,43.9,RCC Girder Bridge,Singra Bridge,124.43,C,24.4999181580645,89.1409889225806,bridge
2502,2418,N502,45.75,RCC Girder Bridge,Nirgunpara Bridge,12.4,C,24.4985506208333,89.1226393416666,bridge
2503,2419,N502,46.194,Box Culvert,.,16.6,A,24.4979367967741,89.1184066754838,bridge
2504,2420,N502,47.569,Box Culvert,.,26.15,A,24.4953101566423,89.1052716251094,bridge
2505,2421,N502,48.308,RCC Girder Bridge,Sherkol Bridge,56.28,C,24.4907960772972,89.1005272924324,bridge
2506,2422,N502,49.011,Box Culvert,.,19.7,A,24.4844756915384,89.0977097361538,bridge
2507,2423,N502,50.669,Box Culvert,.,7.0,A,24.4761195612862,89.0847487209331,bridge
2508,2424,N502,52.287,RCC Girder Bridge,Bandar Bridge,8.11,C,24.4681772069767,89.0712766869767,bridge
2509,2425,N502,53.108,RCC Girder Bridge,Bandar Amtala Bridge,11.2,C,24.4651926156862,89.0642100047058,bridge
2510,2426,N502,54.635,RCC Girder Bridge,.,12.37,A,24.4570325459595,89.0534982194444,bridge
2511,2427,N502,55.695,Box Culvert,.,6.98,A,24.4496965566901,89.0483446319248,bridge
2512,2428,N502,56.458,RCC Girder Bridge,Eichand Bridge,38.32,C,24.4464311516666,89.0418982899999,bridge
2513,2429,N502,57.132,RCC Girder Bridge,Nowapara Bridge,12.36,A,24.443830384507,89.0344060380281,bridge
2514,2430,N502,57.947,RCC Girder Bridge,Haguria Bridge,12.54,B,24.4418912654687,89.0280519667187,bridge
2515,2431,N502,58.736,RCC Girder Bridge,Kaishabari Bridge,12.26,C,24.4387328357868,89.0213660121827,bridge
2516,2432,N502,59.434,Box Culvert,.,3.7,A,24.4367782833922,89.0146848904593,bridge
2517,2433,N502,60.031,RCC Girder Bridge,Vatodara Bridge,12.02,C,24.4350655069999,89.009080562,bridge
2518,2434,N502,60.477,Box Culvert,.,12.1,A,24.4320505583524,89.0068663338672,bridge
2519,2435,N502,61.75,Box Culvert,.,4.5,A,24.4218547200854,89.0016985974359,bridge
2520,6064,N502,63.29,sourcesink,sourcesink,0.0,,24.4118889,88.9961108,sourcesink
2521,42,N503,0.0,sourcesink,sourcesink,0.0,,23.8435552,89.8113333,sourcesink
2522,2436,N503,0.246,Box Culvert,4 s p dacton,24.0,B,23.8428158231343,89.8091915395522,bridge
2523,2437,N503,0.832,RCC Girder Bridge,BOWALY BIG RCC GIDER BRIDGE,49.0,A,23.8413450482758,89.8037057903448,bridge
2524,2438,N503,1.159,Box Culvert,BOLIA BOX CUL;VERT,30.0,B,23.8405579819672,89.8006721639344,bridge
2525,2439,N503,1.498,RCC Girder Bridge,BALIA RCC GIDER BRIDGE,18.0,C,23.8398625371794,89.7975719717948,bridge
2526,2440,N503,2.385,Box Culvert,BAWALI,42.5,B,23.8379450313106,89.7891398114077,bridge
2527,6078,N503,3.269,sourcesink,sourcesink,0.0,,23.8359441,89.7807771,sourcesink
2528,43,N504,0.0,sourcesink,sourcesink,0.0,,23.9580556,89.6071944,sourcesink
2529,2441,N504,1.097,Box Culvert,.,7.52,A,23.9530536602094,89.6166028600349,bridge
2530,2442,N504,1.773,Box Culvert,.,19.7,A,23.9530556,89.6230837646363,bridge
2531,2443,N504,2.851,Box Culvert,.,19.78,A,23.9530556,89.6334557906363,bridge
2532,2444,N504,3.31,RCC Girder Bridge,Natia Bari Bazar Bridge,48.15,B,23.9521389,89.63783124375,bridge
2533,6090,N504,5.587,sourcesink,sourcesink,0.0,,23.9427497,89.6521389,sourcesink
2534,44,N505,0.0,sourcesink,sourcesink,0.0,,23.892583,89.6530278,sourcesink
2535,2445,N505,0.228,Box Culvert,.,6.73,A,23.8913353861702,89.6548888776595,bridge
2536,6100,N505,4.4,sourcesink,sourcesink,0.0,,23.8635833,89.6811938,sourcesink
2537,45,N506,0.0,sourcesink,sourcesink,0.0,,25.7161111,89.2623056,sourcesink
2538,2446,N506,0.185,Box Culvert,.,2.0,A,25.7170403608342,89.2637467971031,bridge
2539,2447,N506,1.288,Box Culvert,.,3.65,A,25.7226553941489,89.2725624680851,bridge
2540,2448,N506,2.186,Box Culvert,.,3.62,A,25.7281468780748,89.2794181208556,bridge
2541,2449,N506,2.741,RCC Girder Bridge,.,14.17,B,25.7313284333333,89.2834741930555,bridge
2542,2450,N506,3.47,Box Culvert,.,2.07,B,25.7344336107296,89.289455360515,bridge
2543,2451,N506,4.356,Box Culvert,.,5.2,B,25.733390663777,89.2981188198142,bridge
2544,2452,N506,4.731,Box Culvert,.,6.9,A,25.7344833742268,89.3015035791237,bridge
2545,2453,N506,7.422,Slab Culvert,.,3.7,A,25.7441217722132,89.3232347260096,bridge
2546,2454,N506,8.612,RCC Girder Bridge,Burail Bridge,29.2,D,25.7517586889655,89.3314506227586,bridge
2547,2455,N506,10.343,Slab Culvert,.,3.7,B,25.7590933523961,89.3461251651757,bridge
2548,2456,N506,11.481,Box Culvert,.,5.2,B,25.760198868,89.357385534,bridge
2549,2457,N506,12.436,Box Culvert,.,2.05,B,25.7622222,89.3663889,bridge
2550,2458,N506,13.483,Box Culvert,.,1.95,B,25.7649275225512,89.3766261371298,bridge
2551,2459,N506,13.909,RCC Girder Bridge,Manash Bridge,32.03,B,25.7661000899772,89.3806559612756,bridge
2552,2460,N506,15.958,Box Culvert,.,5.2,B,25.76734005,89.4009934235294,bridge
2553,2461,N506,17.314,Box Culvert,.,3.65,B,25.7687910664804,89.4144866555866,bridge
2554,2462,N506,19.636,Slab Culvert,.,5.07,D,25.7804477599999,89.4324537868965,bridge
2555,2463,N506,19.896,Baily with Steel Deck,.,12.15,B,25.78186736,89.4344214489655,bridge
2556,2464,N506,20.749,Truss With Timber Deck,Tista Bridge,642.6,C,25.7884727338095,89.4388282047619,bridge
2557,2465,N506,21.361,RCC Bridge,.,6.67,B,25.793333,89.4416108,bridge
2558,2466,N506,22.756,Slab Culvert,.,6.7,A,25.804819992,89.446463018,bridge
2559,2467,N506,23.234,Box Culvert,.,19.8,A,25.8089413355555,89.4470922955555,bridge
2560,2468,N506,24.692,Box Culvert,.,6.73,B,25.8218371333333,89.4493968506666,bridge
2561,2469,N506,25.085,Box Culvert,.,3.6,B,25.8244791489473,89.4520153752631,bridge
2562,2470,N506,26.501,Box Culvert,.,3.55,D,25.8318533960784,89.4627679980392,bridge
2563,2471,N506,27.019,RCC Bridge,.,13.74,A,25.8345265769807,89.4670269508565,bridge
2564,2472,N506,28.77,Box Culvert,.,10.2,A,25.8439606723404,89.4811790085106,bridge
2565,2473,N506,29.767,Box Culvert,.,2.9,A,25.8508384726804,89.4875404536082,bridge
2566,2474,N506,30.338,RCC Bridge,.,14.63,B,25.8546916962962,89.4906819405797,bridge
2567,2475,N506,35.314,Box Culvert,.,6.75,A,25.867391671,89.531695208,bridge
2568,2476,N506,36.423,Box Culvert,.,3.65,B,25.8632258104529,89.5413071407665,bridge
2569,2477,N506,37.598,Box Culvert,.,3.5,B,25.8593568509302,89.5519914179069,bridge
2570,2478,N506,42.488,RCC Girder Bridge,.,32.0,A,25.8428058896243,89.5954168991055,bridge
2571,2479,N506,44.342,Box Culvert,.,13.1,A,25.8335828269028,89.6094056656168,bridge
2572,2480,N506,46.143,Box Culvert,.,6.7,A,25.8183113693617,89.6117169961702,bridge
2573,2481,N506,46.626,Box Culvert,.,2.0,A,25.8142543149397,89.6129993563855,bridge
2574,2482,N506,49.382,Box Culvert,.,1.7,A,25.8119628766304,89.6383127831521,bridge
2575,2483,N506,49.812,Slab Culvert,.,1.3,C,25.8128715375,89.642833,bridge
2576,6218,N506,50.017,sourcesink,sourcesink,0.0,,25.8130278,89.643333,sourcesink
2577,46,N507,0.0,sourcesink,sourcesink,0.0,,24.4192216,89.5518056,sourcesink
2578,2484,N507,0.221,Box Culvert,.,6.75,A,24.418644261229,89.5497357220111,bridge
2579,2485,N507,1.111,Box Culvert,.,10.0,A,24.4163355202283,89.5415654495921,bridge
2580,2486,N507,1.722,Box Culvert,.,6.73,A,24.414611484,89.5356337301538,bridge
2581,2487,N507,2.03,Box Culvert,.,13.25,A,24.4136111,89.5325271,bridge
2582,2488,N507,2.345,PC Girder Bridge,1No.Churiokandi Bridge,60.06,C,24.4127962667621,89.5300269381088,bridge
2583,2489,N507,2.912,Box Culvert,.,9.96,A,24.4108438057692,89.5244731801282,bridge
2584,2490,N507,3.21,Box Culvert,.,6.73,A,24.4102808864197,89.5220449333333,bridge
2585,2491,N507,3.51,Box Culvert,.,13.5,A,24.4101678073089,89.5213945677741,bridge
2586,2492,N507,3.71,Box Culvert,.,6.75,A,24.4100801913043,89.5174954644268,bridge
2587,2493,N507,4.227,PC Girder Bridge,.,90.1,A,24.4095103895454,89.5120641831818,bridge
2588,2494,N507,4.61,Box Culvert,.,10.0,A,24.4094473121495,89.5085682803738,bridge
2589,2495,N507,4.711,Box Culvert,.,10.0,A,24.4093459075471,89.5075943603773,bridge
2590,2496,N507,5.508,Box Culvert,.,10.2,A,24.404576628629,89.5011589028225,bridge
2591,2497,N507,5.908,Box Culvert,.,10.29,A,24.4029699846625,89.4969383061349,bridge
2592,2498,N507,6.207,Box Culvert,.,13.76,A,24.4022193740196,89.4947684460784,bridge
2593,2499,N507,7.906,Box Culvert,.,10.2,A,24.3971547430155,89.4790465691796,bridge
2594,2500,N507,8.104,Box Culvert,.,13.5,A,24.3961941555555,89.4762554666666,bridge
2595,2501,N507,8.404,Box Culvert,.,10.2,A,24.3968406574468,89.4741795840425,bridge
2596,2502,N507,9.604,Box Culvert,.,10.0,A,24.3919595909698,89.4633019357859,bridge
2597,2503,N507,9.804,Box Culvert,.,10.3,A,24.3914379585284,89.4614288491638,bridge
2598,2504,N507,10.103,Box Culvert,.,10.3,A,24.3903578620689,89.4580517,bridge
2599,2505,N507,11.501,Box Culvert,.,10.4,A,24.3862092340206,89.4457074909278,bridge
2600,2506,N507,11.701,Box Culvert,.,10.4,A,24.3855999260869,89.4438837173913,bridge
2601,2507,N507,11.9,PC Girder Bridge,.,59.9,A,24.3849966090909,89.4420571595959,bridge
2602,2508,N507,12.326,Box Culvert,.,10.2,A,24.3833943425692,89.4382960438287,bridge
2603,2509,N507,12.426,Box Culvert,.,6.9,A,24.3829884483627,89.4374284367758,bridge
2604,2510,N507,13.225,PC Girder Bridge,Karotoa Bridge,60.1,A,24.3821140434782,89.4298646543478,bridge
2605,2511,N507,13.798,Box Culvert,.,6.75,A,24.3808160030981,89.4244815678141,bridge
2606,2512,N507,14.098,Box Culvert,.,6.9,A,24.3803929999999,89.4214898964028,bridge
2607,2513,N507,14.298,Box Culvert,.,7.0,A,24.3802404012578,89.4195704389937,bridge
2608,2514,N507,14.622,PC Girder Bridge,5 No. Bridge,59.91,A,24.3800346089743,89.4164331788461,bridge
2609,2515,N507,14.798,Box Culvert,.,13.5,A,24.3799024971428,89.4148174457142,bridge
2610,2516,N507,15.497,Box Culvert,.,6.85,A,24.3788141984098,89.4080024275618,bridge
2611,2517,N507,15.937,Box Culvert,.,6.9,A,24.3780387425373,89.4038445156716,bridge
2612,2518,N507,16.296,Box Culvert,.,10.3,A,24.377286717647,89.4001486712418,bridge
2613,2519,N507,16.796,Box Culvert,.,10.3,A,24.3763567857707,89.3955134968379,bridge
2614,2520,N507,17.095,Box Culvert,.,10.35,A,24.375797318617,89.3926564063829,bridge
2615,2521,N507,17.295,Box Culvert,.,10.35,A,24.3753992165467,89.3906950769784,bridge
2616,2522,N507,17.695,Box Culvert,.,6.9,A,24.374629876923,89.386730776923,bridge
2617,2523,N507,18.261,Box Culvert,.,10.3,A,24.373330843804,89.3814345227665,bridge
2618,2524,N507,18.874,PC Girder Bridge,6 No.Bridge,60.06,B,24.3709315533437,89.3763430836702,bridge
2619,2525,N507,19.3,PC Girder Bridge,7 No. Bridge,60.06,C,24.3691410862069,89.3718250482758,bridge
2620,2526,N507,20.294,Box Culvert,.,10.3,A,24.36720208,89.3629610999999,bridge
2621,2527,N507,20.989,Box Culvert,.,10.36,A,24.3659606192546,89.3563055099379,bridge
2622,2528,N507,21.192,Box Culvert,.,10.4,A,24.36553225,89.3543530766055,bridge
2623,2529,N507,21.792,Box Culvert,.,10.47,A,24.3645166175697,89.3484047576354,bridge
2624,2530,N507,22.695,PC Girder Bridge,8 No. Bridge,150.12,C,24.3633503352112,89.3398228640845,bridge
2625,2531,N507,23.682,PC Girder Bridge,9 No. Bridge,150.16,B,24.3580073314893,89.3314414697872,bridge
2626,2532,N507,25.391,Box Culvert,.,7.34,A,24.3508488591511,89.3181455262599,bridge
2627,2533,N507,25.641,PC Girder Bridge,10 No. Atrai Bridge,149.82,B,24.3509133492537,89.3155970253731,bridge
2628,2534,N507,26.186,Box Culvert,.,13.76,A,24.3512306379746,89.3106430873417,bridge
2629,2535,N507,26.486,Box Culvert,.,15.75,A,24.3517622948453,89.3074839659793,bridge
2630,2536,N507,26.886,Box Culvert,.,10.0,A,24.3522651636363,89.3039444181818,bridge
2631,2537,N507,27.287,Box Culvert,.,6.9,A,24.3516369759542,89.3001568977099,bridge
2632,2538,N507,27.785,Box Culvert,.,10.2,A,24.3497323859574,89.2955925042553,bridge
2633,2539,N507,28.47,Box Culvert,.,6.9,A,24.3466518744966,89.2899386138702,bridge
2634,2540,N507,29.287,Box Culvert,.,10.2,A,24.3453671767515,89.2821803605095,bridge
2635,2541,N507,29.487,Box Culvert,.,9.2,A,24.3451194697452,89.2802341184713,bridge
2636,2542,N507,30.437,Box Culvert,.,6.9,A,24.3438752462039,89.2709535370932,bridge
2637,2543,N507,30.934,Box Culvert,.,6.9,A,24.343085126078,89.2661452809035,bridge
2638,2544,N507,31.288,Box Culvert,.,6.94,A,24.3422881158774,89.2628731487465,bridge
2639,2545,N507,31.938,Box Culvert,.,7.84,A,24.3403832711571,89.2568129402418,bridge
2640,2546,N507,32.289,Box Culvert,.,7.08,A,24.3392034,89.2536203333333,bridge
2641,2547,N507,32.689,Box Culvert,.,7.05,A,24.3373839714285,89.2505150691729,bridge
2642,2548,N507,33.837,Box Culvert,.,9.62,A,24.333750478385,89.2398759239751,bridge
2643,2549,N507,34.536,Box Culvert,.,6.94,A,24.3327342433593,89.2332707496093,bridge
2644,2550,N507,35.175,PC Girder Bridge,11 No. Airmari Bridge,34.95,A,24.3317463592213,89.2269021370901,bridge
2645,2551,N507,35.737,Box Culvert,.,6.93,A,24.3310147182142,89.2216131876785,bridge
2646,2552,N507,36.316,Box Culvert,.,6.94,A,24.3300182890818,89.2159521342431,bridge
2647,2553,N507,36.836,Box Culvert,.,8.44,A,24.3284946429735,89.2112044527494,bridge
2648,2554,N507,37.476,Box Culvert,.,6.9,A,24.326265630891,89.20535976099,bridge
2649,2555,N507,38.432,Box Culvert,.,6.9,A,24.3229885934156,89.1966886518518,bridge
2650,2556,N507,38.762,Box Culvert,.,6.74,A,24.321936468387,89.1938679845161,bridge
2651,2557,N507,39.153,Box Culvert,.,8.26,A,24.3208754357843,89.1902689789215,bridge
2652,2558,N507,39.924,Box Culvert,.,3.46,A,24.3217851590476,89.1830494037744,bridge
2653,2559,N507,40.258,Box Culvert,.,3.44,A,24.3220336671755,89.179152651145,bridge
2654,2560,N507,41.506,Box Culvert,.,3.52,A,24.3184467749152,89.1681255847457,bridge
2655,2561,N507,42.038,Box Culvert,.,5.14,A,24.3188548956097,89.1632529585365,bridge
2656,2562,N507,42.242,Box Culvert,.,3.45,A,24.3193906911764,89.1613169558823,bridge
2657,2563,N507,42.293,Box Culvert,.,3.45,A,24.3194438,89.1608009869158,bridge
2658,2564,N507,42.758,Box Culvert,.,1.44,A,24.3189111799086,89.1560194531963,bridge
2659,2565,N507,43.405,Box Culvert,.,3.46,A,24.3168791525139,89.1505148494413,bridge
2660,2566,N507,43.856,PC Girder Bridge,Baral Bridge,30.0,A,24.31609164,89.14502189,bridge
2661,2567,N507,45.109,Box Culvert,.,6.94,A,24.31427774,89.1338688399999,bridge
2662,2568,N507,46.464,Box Culvert,.,6.8,A,24.3101278769874,89.1226780899581,bridge
2663,2569,N507,46.544,Box Culvert,.,9.96,A,24.309755943933,89.1219156464435,bridge
2664,2570,N507,47.066,Box Culvert,.,6.74,A,24.30738332,89.11668306,bridge
2665,2571,N507,47.743,Box Culvert,.,6.76,A,24.3035527899999,89.1078806,bridge
2666,2572,N507,48.392,Box Culvert,.,6.76,A,24.3021871527593,89.1050083099337,bridge
2667,2573,N507,48.937,Box Culvert,.,3.43,A,24.299546277828,89.1005990882352,bridge
2668,2574,N507,49.591,Box Culvert,.,1.44,A,24.2974021125,89.0955341929878,bridge
2669,2575,N507,49.851,Box Culvert,.,1.4,A,24.2969941222222,89.093363837037,bridge
2670,2576,N507,50.454,Box Culvert,.,6.76,A,24.2983333333333,89.0836111111111,bridge
2671,6377,N507,51.26,sourcesink,sourcesink,0.0,,24.2984163,89.0797771,sourcesink
2672,47,N508,0.0,sourcesink,sourcesink,0.0,,25.7565556,88.6736938,sourcesink
2673,2577,N508,6.004,Box Culvert,.,6.23,A,25.7049891,88.6574976373,bridge
2674,2578,N508,8.088,Box Culvert,.,4.55,A,25.6864830642201,88.6553190477064,bridge
2675,2579,N508,13.908,Arch Masonry,.,3.1,D,25.6364532553439,88.6385862244444,bridge
2676,2580,N508,14.092,Slab Culvert,.,2.43,A,25.6343514008,88.6371872344,bridge
2677,6406,N508,15.975,sourcesink,sourcesink,0.0,,25.6215827,88.6347497,sourcesink
2678,48,N509,0.0,sourcesink,sourcesink,0.0,,25.8698049,89.51025,sourcesink
2679,2581,N509,1.767,Slab Culvert,.,2.25,C,25.8719701157894,89.4949865157894,bridge
2680,2582,N509,2.342,Slab Culvert,.,5.1,B,25.8714729305389,89.4886031263473,bridge
2681,2583,N509,3.25,Slab Culvert,.,2.15,A,25.8702225181818,89.4797933991735,bridge
2682,2584,N509,3.885,RCC Girder Bridge,.,9.0,D,25.8706375429022,89.4734537894321,bridge
2683,2585,N509,7.231,Slab Culvert,.,1.6,A,25.8779767008,89.4464288124,bridge
2684,2586,N509,7.735,Box Culvert,.,2.0,A,25.8826657317991,89.4469136853556,bridge
2685,2587,N509,8.453,Arch Masonry,.,6.0,B,25.886967020045,89.4423136459459,bridge
2686,2588,N509,8.77,Box Culvert,.,2.4,C,25.8878014963414,89.439495304878,bridge
2687,2589,N509,8.998,Arch Masonry,.,2.6,D,25.8894844091743,89.4381775137614,bridge
2688,2590,N509,11.273,RCC Girder Bridge,.,6.9,B,25.9053597689138,89.4331729925093,bridge
2689,2591,N509,12.132,Box Culvert,.,3.6,A,25.9119404342857,89.4328072685714,bridge
2690,2592,N509,15.791,Arch Masonry,.,20.1,B,25.900148528,89.3995954770909,bridge
2691,2593,N509,16.062,Slab Culvert,.,3.63,B,25.89904412,89.39713298,bridge
2692,2594,N509,16.692,Slab Culvert,.,3.55,A,25.8996354367521,89.392206025641,bridge
2693,2595,N509,17.462,Slab Culvert,.,3.7,B,25.9021620330434,89.3851013130434,bridge
2694,2596,N509,19.553,RCC Girder Bridge,Sharnamoti Bridge,54.8,D,25.9094382293103,89.3658295241379,bridge
2695,2597,N509,22.302,Slab Culvert,.,3.55,B,25.9250827,89.3459719,bridge
2696,2598,N509,23.044,Slab Culvert,.,2.48,D,25.9276353192592,89.3391165614814,bridge
2697,2599,N509,25.491,Box Culvert,.,2.0,A,25.9330409865591,89.317470152043,bridge
2698,2600,N509,25.896,Box Culvert,.,1.8,A,25.9337427688172,89.3138414391397,bridge
2699,2601,N509,28.333,RCC Girder Bridge,.,37.65,A,25.9282847477922,89.2914060602597,bridge
2700,2602,N509,30.03,Slab Culvert,.,3.65,B,25.9193813220183,89.2792669155963,bridge
2701,2603,N509,30.946,Slab Culvert,.,2.07,A,25.9183327,89.2703506705882,bridge
2702,2604,N509,32.789,Slab Culvert,.,2.1,B,25.923367533173,89.2550823677884,bridge
2703,2605,N509,33.368,Slab Culvert,.,3.55,A,25.9284472171875,89.2548915046874,bridge
2704,2606,N509,33.488,Slab Culvert,.,2.6,D,25.9294795190476,89.254863747619,bridge
2705,2607,N509,34.411,Box Culvert,.,3.7,A,25.9375729573459,89.2537406113744,bridge
2706,2608,N509,38.646,Slab Culvert,.,5.1,A,25.9663068395294,89.2285790797647,bridge
2707,2609,N509,41.673,Box Culvert,.,2.0,A,25.9690953141104,89.2012779141104,bridge
2708,2610,N509,41.926,Box Culvert,.,2.0,A,25.9682824941747,89.1996323563106,bridge
2709,2611,N509,42.724,Box Culvert,.,7.3,A,25.965066601995,89.1949264369077,bridge
2710,2612,N509,46.12,Slab Culvert,.,5.15,B,25.9907546107142,89.1775926107142,bridge
2711,2613,N509,47.799,Box Culvert,.,1.85,A,26.0048119168209,89.1723745179012,bridge
2712,2614,N509,49.672,RCC Girder Bridge,.,13.6,C,26.0205443213513,89.1665357278378,bridge
2713,2615,N509,68.03,Slab Culvert,.,1.4,A,26.16884655,89.1252512928571,bridge
2714,2616,N509,70.121,Box Culvert,.,2.9,A,26.1869112136842,89.1191210947368,bridge
2715,2617,N509,72.916,Slab Culvert,.,3.6,A,26.208090024,89.104941128,bridge
2716,2618,N509,75.394,Box Culvert,.,2.6,D,26.2255532727272,89.0900539283636,bridge
2717,2619,N509,77.291,Slab Culvert,.,2.25,D,26.2407364217391,89.0867690304347,bridge
2718,2620,N509,77.583,RCC Girder Bridge,.,7.9,D,26.2431004573883,89.0863843140893,bridge
2719,2621,N509,81.245,Slab Culvert,.,2.25,D,26.2659539229122,89.0677021342612,bridge
2720,2622,N509,81.89,Box Culvert,.,3.6,A,26.270626414379,89.0643876281045,bridge
2721,2623,N509,90.952,Box Culvert,.,3.7,A,26.3396046150259,89.0255049761658,bridge
2722,2624,N509,91.105,Slab Culvert,.,4.1,A,26.3406166421052,89.0244847,bridge
2723,2625,N509,91.502,Box Culvert,.,2.0,A,26.343293795862,89.022750943908,bridge
2724,2626,N509,92.18,Box Culvert,.,2.0,A,26.3463886,89.0249172716666,bridge
2725,2627,N509,94.337,Box Culvert,.,5.2,A,26.3547142303529,89.0077764705882,bridge
2726,2628,N509,96.319,Box Culvert,.,6.15,A,26.3636714426829,88.9904798478048,bridge
2727,2629,N509,98.021,RCC Girder Bridge,.,9.0,C,26.3746203154545,88.9792011263636,bridge
2728,2630,N509,100.163,Box Culvert,.,6.75,A,26.3835297660869,88.9599187086956,bridge
2729,2631,N509,101.395,Box Culvert,.,2.9,A,26.388851010989,88.9489728758241,bridge
